@relation Mushroom-new
@attribute cap-shape {c,b,f,k,s,x}
@attribute cap-surface {y,s,g,f}
@attribute cap-color {c,b,e,g,n,p,r,u,w,y}
@attribute odor {a,c,f,m,l,n,p,s,y}
@attribute gill-attachment {a,f}
@attribute gill-spacing {c,w}
@attribute stalk-root {r,c,b,e,?}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,m,l,p,u,w}
@attribute class {p,e}
@data
f,f,y,f,f,c,b,v,g,p
f,f,n,n,f,c,b,v,d,e
x,y,y,f,f,c,b,v,p,p
x,y,y,f,f,c,b,v,p,p
f,y,n,n,f,c,b,y,d,e
f,y,g,f,f,c,b,y,p,p
f,f,e,n,f,c,b,y,d,e
x,y,y,f,f,c,b,v,g,p
f,y,g,f,f,c,b,v,d,p
x,y,y,f,f,c,b,v,d,p
x,s,g,c,f,c,b,s,d,p
f,f,g,n,f,c,b,v,d,e
f,y,g,f,f,c,b,y,g,p
x,f,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,p,p
f,y,n,n,f,c,b,v,d,e
x,y,y,f,f,c,b,y,d,p
f,f,g,f,f,c,b,y,d,p
f,y,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
f,s,g,f,f,c,b,v,u,p
x,f,g,f,f,c,b,y,p,p
f,y,g,f,f,c,b,v,p,p
x,y,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,p,p
f,y,e,n,f,c,b,y,d,e
x,y,g,f,f,c,b,v,g,p
f,y,g,f,f,c,b,v,g,p
x,y,g,f,f,c,b,y,p,p
f,f,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,y,d,e
f,f,y,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,p,p
f,y,n,n,f,c,b,y,d,e
x,y,g,f,f,c,b,y,g,p
f,f,g,n,f,c,b,v,d,e
x,f,y,f,f,c,b,v,p,p
x,y,y,f,f,c,b,v,d,p
x,y,y,f,f,c,b,v,d,p
f,f,c,n,f,w,b,v,l,e
x,f,g,f,f,c,b,v,d,p
f,f,g,f,f,c,b,y,g,p
x,y,g,f,f,c,b,v,g,p
f,y,g,f,f,c,b,y,g,p
x,s,b,f,f,c,b,s,u,p
f,f,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,g,p
f,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,d,p
f,f,g,n,f,c,b,y,d,e
x,f,y,f,f,c,b,y,p,p
x,f,y,f,f,c,b,y,p,p
f,y,e,n,f,c,b,y,d,e
f,y,g,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,y,d,p
f,f,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,g,p
x,f,g,f,f,c,b,y,p,p
f,y,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,y,g,f,f,c,b,v,d,p
f,y,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,p,p
f,y,g,f,f,c,b,y,g,p
f,s,b,f,f,c,b,s,u,p
f,f,e,n,f,c,b,y,d,e
x,y,n,y,f,c,?,v,d,p
x,y,g,n,f,c,b,v,d,e
x,f,g,c,f,w,b,v,d,p
x,f,p,c,f,w,b,v,d,p
x,y,n,y,f,c,?,v,l,p
f,f,g,f,f,c,b,y,p,p
x,f,y,f,f,c,b,v,g,p
x,s,g,f,f,c,b,s,u,p
f,y,g,f,f,c,b,y,p,p
x,f,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,p,p
f,f,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,d,p
x,y,g,f,f,c,b,y,g,p
f,f,g,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,v,g,p
x,f,y,f,f,c,b,v,g,p
x,f,y,f,f,c,b,y,g,p
x,y,y,f,f,c,b,v,g,p
f,s,g,f,f,c,b,v,u,p
x,f,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,g,p
f,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,d,p
f,f,y,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,p,p
x,y,g,f,f,c,b,y,p,p
f,y,e,n,f,c,b,v,d,e
f,f,y,f,f,c,b,v,d,p
f,f,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,g,p
x,f,y,f,f,c,b,v,p,p
x,f,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,y,p,p
f,s,w,f,f,c,b,s,u,p
f,f,y,f,f,c,b,v,g,p
f,f,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,y,d,p
f,f,y,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,p,p
x,y,g,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,g,p
x,f,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,d,p
x,y,y,f,f,c,b,v,d,p
x,s,w,f,f,c,b,s,g,p
f,f,g,f,f,c,b,y,g,p
x,s,b,f,f,c,b,s,g,p
f,y,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,g,p
x,y,y,f,f,c,b,v,g,p
f,y,g,n,f,c,b,y,d,e
f,y,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,g,p
f,y,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,g,p
x,y,g,f,f,c,b,y,p,p
x,f,p,c,f,c,b,s,d,p
x,y,y,f,f,c,b,y,d,p
x,f,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,g,p
x,y,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,v,g,p
x,y,g,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,v,p,p
x,y,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,y,p,p
f,y,g,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,p,p
k,y,n,n,f,w,b,v,l,e
f,f,g,f,f,c,b,y,p,p
x,y,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,g,p
x,y,g,f,f,c,b,v,d,p
x,f,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,g,p
f,s,p,n,f,c,?,c,w,e
f,f,y,f,f,c,b,v,p,p
x,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,p,p
x,f,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,y,g,p
f,y,g,f,f,c,b,v,g,p
k,s,p,n,f,c,?,c,w,e
x,f,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,g,p
x,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,y,p,p
x,y,g,f,f,c,b,y,g,p
f,y,y,f,f,c,b,y,g,p
f,f,g,f,f,c,b,y,d,p
x,f,y,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,g,p
f,y,g,n,f,c,b,y,d,e
f,y,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,v,g,p
x,y,g,f,f,c,b,y,g,p
x,y,y,f,f,c,b,y,p,p
f,f,y,f,f,c,b,y,d,p
x,f,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,g,p
x,f,y,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,g,p
f,y,g,f,f,c,b,y,d,p
f,f,g,f,f,c,b,y,g,p
f,y,y,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,p,p
f,y,g,f,f,c,b,y,g,p
f,y,g,f,f,c,b,y,g,p
f,y,g,f,f,c,b,v,p,p
x,y,r,n,f,c,?,v,d,e
f,y,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,d,p
x,y,n,s,f,c,?,v,p,p
f,y,y,f,f,c,b,v,d,p
k,y,n,n,f,c,?,v,d,p
f,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,y,g,p
f,y,g,f,f,c,b,y,g,p
x,f,y,f,f,c,b,v,d,p
x,f,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,y,g,p
x,y,g,f,f,c,b,y,g,p
f,y,e,n,f,c,b,y,d,e
f,f,y,f,f,c,b,y,p,p
x,y,y,f,f,c,b,v,g,p
f,f,y,f,f,c,b,v,g,p
x,f,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,g,p
f,f,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,g,p
f,s,b,f,f,c,b,s,u,p
x,y,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,v,p,p
f,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,y,g,p
x,y,g,f,f,c,b,v,g,p
x,s,e,n,f,c,?,c,w,e
f,f,g,f,f,c,b,v,d,p
f,f,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,y,p,p
f,y,g,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,g,p
b,y,w,n,f,w,b,c,l,p
f,s,b,f,f,c,b,v,u,p
x,y,y,f,f,c,b,y,p,p
f,y,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,p,p
f,y,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,d,p
x,f,y,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,g,p
x,s,w,f,f,c,b,s,u,p
f,y,g,n,f,c,b,v,d,e
x,y,n,y,f,c,?,v,d,p
f,y,g,f,f,c,b,y,d,p
f,f,g,f,f,c,b,y,g,p
f,y,e,n,f,c,b,v,d,e
x,y,b,n,f,c,?,c,w,e
x,y,y,f,f,c,b,y,g,p
x,y,y,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,p,p
x,y,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,g,p
f,y,g,f,f,c,b,y,g,p
x,f,g,f,f,c,b,y,g,p
f,y,y,f,f,c,b,v,g,p
x,y,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,g,p
f,y,g,f,f,c,b,y,p,p
f,y,y,f,f,c,b,y,g,p
x,y,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,d,p
f,y,g,f,f,c,b,y,p,p
x,y,u,n,f,c,?,y,d,e
x,f,g,f,f,c,b,v,g,p
f,f,y,f,f,c,b,v,g,p
f,f,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,v,g,p
f,f,y,f,f,c,b,v,g,p
f,f,g,f,f,c,b,v,g,p
f,y,g,f,f,c,b,y,d,p
f,f,g,f,f,c,b,v,g,p
f,f,y,f,f,c,b,y,d,p
f,y,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,v,p,p
f,y,g,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,d,p
f,f,e,n,f,c,b,y,d,e
f,s,b,f,f,c,b,v,u,p
f,y,g,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,p,p
x,y,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,p,p
f,y,y,f,f,c,b,v,d,p
f,y,n,n,f,c,b,v,d,e
f,y,y,f,f,c,b,y,g,p
x,s,b,n,f,c,?,c,w,e
x,y,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,d,p
x,y,y,f,f,c,b,y,g,p
f,y,g,f,f,c,b,v,p,p
f,f,e,n,f,c,b,y,d,e
f,f,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,v,d,p
x,f,y,f,f,c,b,v,g,p
x,y,n,y,f,c,?,v,d,p
f,f,y,f,f,c,b,v,p,p
x,y,y,f,f,c,b,v,g,p
f,f,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,p,p
f,y,g,f,f,c,b,v,g,p
f,y,g,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,g,p
x,s,g,c,f,c,b,v,d,p
x,y,y,f,f,c,b,y,g,p
f,s,g,f,f,c,b,s,u,p
x,y,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,p,p
x,y,y,f,f,c,b,y,d,p
f,y,g,n,f,c,b,y,d,e
f,f,g,f,f,c,b,y,d,p
f,y,y,f,f,c,b,v,g,p
f,y,g,f,f,c,b,y,p,p
x,y,y,f,f,c,b,y,g,p
x,y,g,f,f,c,b,y,d,p
x,f,y,f,f,c,b,y,p,p
f,y,n,n,f,c,b,v,d,e
x,y,g,f,f,c,b,y,g,p
f,f,y,f,f,c,b,v,g,p
x,y,g,f,f,c,b,v,p,p
x,y,y,f,f,c,b,y,g,p
f,f,g,f,f,c,b,y,p,p
f,f,g,f,f,c,b,y,g,p
x,y,y,f,f,c,b,y,g,p
k,y,b,n,f,c,?,c,w,e
x,y,y,f,f,c,b,y,p,p
x,y,n,s,f,c,?,v,d,p
f,y,g,f,f,c,b,y,p,p
x,y,g,f,f,c,b,y,p,p
f,y,y,f,f,c,b,v,g,p
f,y,g,f,f,c,b,v,d,p
f,f,g,f,f,c,b,y,g,p
f,y,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,d,p
x,s,w,f,f,c,b,v,u,p
x,y,y,f,f,c,b,v,g,p
f,f,y,f,f,c,b,y,p,p
x,f,y,f,f,c,b,y,g,p
x,y,y,f,f,c,b,v,p,p
f,y,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,g,p
x,y,y,f,f,c,b,v,p,p
f,y,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,p,p
f,y,n,n,f,c,b,y,d,e
x,y,y,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,p,p
f,y,g,f,f,c,b,v,g,p
f,y,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,d,p
f,f,g,f,f,c,b,v,p,p
x,y,g,f,f,c,b,v,d,p
x,y,y,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,d,p
f,f,c,n,f,w,b,v,l,e
f,y,g,f,f,c,b,v,g,p
x,y,g,f,f,c,b,y,p,p
f,f,y,n,f,c,?,v,d,p
f,f,y,f,f,c,b,y,p,p
x,s,g,f,f,c,b,v,g,p
f,s,n,n,f,c,?,c,w,e
x,y,n,y,f,c,?,v,p,p
x,s,g,c,f,w,b,v,d,p
x,f,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,g,p
f,y,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,v,g,p
x,y,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,y,p,p
f,y,y,f,f,c,b,y,d,p
f,f,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,g,p
x,y,g,f,f,c,b,v,g,p
x,y,g,f,f,c,b,v,d,p
x,s,b,n,f,c,?,c,w,e
f,f,g,f,f,c,b,v,d,p
x,f,y,f,f,c,b,v,d,p
x,y,n,s,f,c,?,v,l,p
x,y,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,p,p
f,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,g,p
x,y,y,f,f,c,b,v,d,p
x,f,y,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,p,p
x,y,g,f,f,c,b,v,p,p
f,f,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,g,p
x,y,u,n,f,c,?,v,d,e
f,y,b,n,f,c,?,c,w,e
f,y,y,f,f,c,b,y,d,p
x,y,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,g,p
f,y,g,f,f,c,b,v,g,p
x,f,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,d,p
f,y,y,f,f,c,b,v,g,p
f,y,y,f,f,c,b,y,g,p
f,f,g,f,f,c,b,v,g,p
f,s,b,f,f,c,b,v,g,p
f,s,w,n,f,c,b,v,m,p
x,y,y,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,p,p
f,y,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,v,d,p
x,f,y,f,f,c,b,v,p,p
x,f,y,f,f,c,b,y,d,p
f,f,g,n,f,c,b,v,d,e
x,y,u,n,f,c,?,v,d,e
x,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,p,p
x,f,y,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,g,p
x,y,g,f,f,c,b,y,p,p
f,y,g,f,f,c,b,y,g,p
f,y,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,y,p,p
f,f,e,n,f,c,b,v,d,e
x,y,y,f,f,c,b,y,d,p
f,f,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,y,p,p
f,y,g,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,p,p
f,f,g,f,f,c,b,y,d,p
f,f,g,f,f,c,b,v,g,p
f,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,p,p
x,y,g,f,f,c,b,y,p,p
x,f,w,c,f,c,b,v,d,p
f,f,g,f,f,c,b,y,d,p
x,f,y,f,f,c,b,v,p,p
f,y,g,f,f,c,b,v,d,p
x,f,y,f,f,c,b,v,g,p
f,y,g,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,d,p
f,f,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,v,g,p
f,y,y,f,f,c,b,v,g,p
f,f,y,f,f,c,b,y,p,p
x,f,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,p,p
f,f,y,f,f,c,b,y,d,p
x,f,y,f,f,c,b,v,g,p
f,y,g,f,f,c,b,y,d,p
f,f,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,v,g,p
f,f,g,f,f,c,b,v,d,p
f,f,g,f,f,c,b,y,g,p
f,f,y,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,d,p
x,y,y,f,f,c,b,v,g,p
x,y,n,y,f,c,?,v,d,p
f,y,b,n,f,c,?,c,w,e
x,f,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,p,p
f,y,g,f,f,c,b,y,d,p
f,f,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,p,p
f,y,g,f,f,c,b,y,g,p
f,f,g,f,f,c,b,y,g,p
f,y,g,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,p,p
x,f,g,c,f,c,b,s,d,p
f,s,b,f,f,c,b,v,g,p
f,f,e,n,f,c,b,v,d,e
x,y,y,f,f,c,b,v,p,p
x,y,g,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,g,p
f,f,g,n,f,c,b,v,d,e
x,y,y,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,y,p,p
x,f,y,f,f,c,b,v,p,p
x,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,g,p
f,s,w,f,f,c,b,s,u,p
x,y,g,f,f,c,b,v,d,p
x,f,y,f,f,c,b,v,g,p
f,y,g,f,f,c,b,y,p,p
x,y,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,d,p
f,y,u,n,f,c,?,v,d,e
f,f,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,g,p
f,f,g,f,f,c,b,y,g,p
f,y,n,n,f,c,b,y,d,e
x,f,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,d,p
x,y,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,v,d,p
x,y,y,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,p,p
f,y,g,f,f,c,b,v,g,p
x,s,w,f,f,c,b,s,u,p
f,y,e,n,f,c,?,c,w,e
x,y,u,n,f,c,?,y,d,e
x,y,y,f,f,c,b,v,g,p
x,y,g,f,f,c,b,y,d,p
x,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,y,d,p
x,y,g,f,f,c,b,y,p,p
f,f,g,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,g,p
x,y,g,f,f,c,b,y,p,p
f,y,g,f,f,c,b,y,p,p
f,s,p,n,f,c,?,c,w,e
f,f,g,f,f,c,b,y,p,p
x,y,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,g,p
x,f,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,d,p
f,y,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,y,g,p
x,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,y,d,p
x,y,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,p,p
f,y,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,y,g,p
f,f,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,y,g,p
f,f,g,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,p,p
x,f,y,f,f,c,b,y,g,p
x,y,g,f,f,c,b,v,p,p
f,f,y,f,f,c,b,v,p,p
f,y,n,n,f,c,b,y,d,e
f,f,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,y,p,p
x,s,g,f,f,c,b,s,g,p
f,y,y,f,f,c,b,v,p,p
x,y,y,f,f,c,b,v,p,p
x,f,w,c,f,c,b,s,d,p
x,f,y,f,f,c,b,y,d,p
f,s,b,f,f,c,b,s,u,p
x,y,y,f,f,c,b,y,g,p
x,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,g,p
f,s,p,n,f,c,b,v,g,p
f,s,b,f,f,c,b,v,u,p
x,y,g,f,f,c,b,v,g,p
x,y,g,f,f,c,b,y,g,p
x,y,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,p,p
f,y,u,n,f,c,?,v,d,e
x,f,y,f,f,c,b,y,g,p
f,f,e,n,f,c,b,v,d,e
f,f,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,v,g,p
x,y,n,f,f,c,?,v,l,p
x,y,g,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,d,p
f,f,g,f,f,c,b,y,g,p
x,y,g,f,f,c,b,v,p,p
x,y,g,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,g,p
f,y,g,f,f,c,b,v,p,p
f,y,g,f,f,c,b,y,g,p
f,y,n,n,f,c,b,y,d,e
x,y,y,f,f,c,b,v,g,p
f,f,e,n,f,c,b,y,d,e
x,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,y,p,p
f,y,g,f,f,c,b,y,p,p
x,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,d,p
f,y,g,f,f,c,b,y,p,p
f,y,g,f,f,c,b,y,g,p
x,f,y,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,d,p
x,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,p,p
f,y,g,f,f,c,b,v,d,p
x,f,p,c,f,w,b,s,d,p
f,f,y,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,g,p
x,y,g,f,f,c,b,v,d,p
f,y,y,f,f,c,b,v,p,p
x,y,g,f,f,c,b,y,p,p
x,f,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,y,g,p
x,f,y,f,f,c,b,v,g,p
x,y,g,f,f,c,b,y,d,p
f,f,g,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,g,p
x,y,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,d,p
x,y,g,f,f,c,b,y,d,p
f,f,g,f,f,c,b,v,p,p
x,y,y,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,y,d,p
f,f,g,f,f,c,b,v,p,p
x,s,p,n,f,c,?,c,w,e
f,f,y,f,f,c,b,v,d,p
x,s,p,c,f,w,b,v,d,p
x,f,y,f,f,c,b,y,g,p
f,f,g,f,f,c,b,y,p,p
x,f,y,f,f,c,b,y,g,p
f,f,e,n,f,c,b,y,d,e
x,y,y,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,g,p
f,y,g,f,f,c,b,v,g,p
f,f,y,f,f,c,b,y,g,p
f,y,n,n,f,c,b,v,d,e
x,y,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,p,p
x,y,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,y,d,p
f,y,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,g,p
f,y,g,f,f,c,b,y,p,p
x,y,y,f,f,c,b,y,g,p
f,f,g,n,f,c,b,y,d,e
x,s,g,f,f,c,b,s,g,p
x,y,n,f,f,c,?,v,p,p
f,s,g,f,f,c,b,v,g,p
f,y,g,f,f,c,b,y,g,p
f,y,y,f,f,c,b,v,g,p
f,y,g,f,f,c,b,v,d,p
f,y,e,n,f,c,?,c,w,e
f,y,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,g,p
